"name","V_1","V_2","V_3","V_4","V_5","V_6","V_7","slide_new_ind","new_ind","new_sub_indiv"
"ZF6010-Globigerina-pachyderma-square4_obj00005_plane000.jpg","ZF6010","Globigerina","pachyderma","square4","obj00005","plane000","jpg","ZF6010-square4","4","5"
"ZF6010-Globigerina-pachyderma-square5_obj00001_plane000.jpg","ZF6010","Globigerina","pachyderma","square5","obj00001","plane000","jpg","ZF6010-square5","5","1"
"ZF6010-Globigerina-pachyderma-square5_obj00002_plane000.jpg","ZF6010","Globigerina","pachyderma","square5","obj00002","plane000","jpg","ZF6010-square5","5","2"
"ZF6010-Globigerina-pachyderma-square5_obj00003_plane000.jpg","ZF6010","Globigerina","pachyderma","square5","obj00003","plane000","jpg","ZF6010-square5","5","3"
"ZF6010-Globigerina-pachyderma-square5_obj00004_plane000.jpg","ZF6010","Globigerina","pachyderma","square5","obj00004","plane000","jpg","ZF6010-square5","5","4"
"ZF6010-Globigerina-pachyderma-square5_obj00005_plane000.jpg","ZF6010","Globigerina","pachyderma","square5","obj00005","plane000","jpg","ZF6010-square5","5","5"
"ZF6010-Globigerina-pachyderma-square5_obj00006_plane000.jpg","ZF6010","Globigerina","pachyderma","square5","obj00006","plane000","jpg","ZF6010-square5","5","6"
"ZF6010-Globigerina-pachyderma-square9_obj00001_plane000.jpg","ZF6010","Globigerina","pachyderma","square9","obj00001","plane000","jpg","ZF6010-square9","9","1"
"ZF6010-Globigerina-pachyderma-square9_obj00002_plane000.jpg","ZF6010","Globigerina","pachyderma","square9","obj00002","plane000","jpg","ZF6010-square9","9","2"
"ZF6020-Globigerina-pachyderma-square23_obj00002_plane000.jpg","ZF6020","Globigerina","pachyderma","square23","obj00002","plane000","jpg","ZF6020-square23","23","1"
"ZF6020-Globigerina-pachyderma-square23_obj00003_plane000.jpg","ZF6020","Globigerina","pachyderma","square23","obj00003","plane000","jpg","ZF6020-square23","23","2"
"ZF6020-Globigerina-pachyderma-square23_obj00004_plane000.jpg","ZF6020","Globigerina","pachyderma","square23","obj00004","plane000","jpg","ZF6020-square23","23","3"
"ZF6020-Globigerina-pachyderma-square23_obj00005_plane000.jpg","ZF6020","Globigerina","pachyderma","square23","obj00005","plane000","jpg","ZF6020-square23","23","4"
"ZF6020-Globigerina-pachyderma-square23_obj00006_plane000.jpg","ZF6020","Globigerina","pachyderma","square23","obj00006","plane000","jpg","ZF6020-square23","23","5"
"ZF6020-Globigerina-pachyderma-square23_obj00007_plane000.jpg","ZF6020","Globigerina","pachyderma","square23","obj00007","plane000","jpg","ZF6020-square23","23","6"
"ZF6020-Globigerina-pachyderma-square23_obj00008_plane000.jpg","ZF6020","Globigerina","pachyderma","square23","obj00008","plane000","jpg","ZF6020-square23","23","7"
"ZF6020-Globigerina-pachyderma-square23_obj00009_plane000.jpg","ZF6020","Globigerina","pachyderma","square23","obj00009","plane000","jpg","ZF6020-square23","23","8"
"ZF6020-Globigerina-pachyderma-square23_obj00010_plane000.jpg","ZF6020","Globigerina","pachyderma","square23","obj00010","plane000","jpg","ZF6020-square23","23","9"
"ZF6020-Globigerina-pachyderma-square4_obj00001_plane000.jpg","ZF6020","Globigerina","pachyderma","square4","obj00001","plane000","jpg","ZF6020-square4","4","1"
"ZF6020-Globigerina-pachyderma-square4_obj00002_plane000.jpg","ZF6020","Globigerina","pachyderma","square4","obj00002","plane000","jpg","ZF6020-square4","4","2"
"ZF6020-Globigerina-pachyderma-square4_obj00003_plane000.jpg","ZF6020","Globigerina","pachyderma","square4","obj00003","plane000","jpg","ZF6020-square4","4","3"
"ZF6020-Globigerina-pachyderma-square4_obj00004_plane000.jpg","ZF6020","Globigerina","pachyderma","square4","obj00004","plane000","jpg","ZF6020-square4","4","4"
"ZF6020-Globigerina-pachyderma-square4_obj00005_plane000.jpg","ZF6020","Globigerina","pachyderma","square4","obj00005","plane000","jpg","ZF6020-square4","4","5"
"ZF6020-Globigerina-pachyderma-square4_obj00006_plane000.jpg","ZF6020","Globigerina","pachyderma","square4","obj00006","plane000","jpg","ZF6020-square4","4","6"
"ZF6022-Globigerina-pachyderma-square20_obj00001_plane000.jpg","ZF6022","Globigerina","pachyderma","square20","obj00001","plane000","jpg","ZF6022-square20","20","1"
"ZF6022-Globigerina-pachyderma-square20_obj00002_plane000.jpg","ZF6022","Globigerina","pachyderma","square20","obj00002","plane000","jpg","ZF6022-square20","20","2"
"ZF6022-Globigerina-pachyderma-square20_obj00003_plane000.jpg","ZF6022","Globigerina","pachyderma","square20","obj00003","plane000","jpg","ZF6022-square20","20","3"
"ZF6022-Globigerina-pachyderma-square20_obj00004_plane000.jpg","ZF6022","Globigerina","pachyderma","square20","obj00004","plane000","jpg","ZF6022-square20","20","4"
"ZF6022-Globigerina-pachyderma-square20_obj00005_plane000.jpg","ZF6022","Globigerina","pachyderma","square20","obj00005","plane000","jpg","ZF6022-square20","20","5"
"ZF6022-Globigerina-pachyderma-square20_obj00006_plane000.jpg","ZF6022","Globigerina","pachyderma","square20","obj00006","plane000","jpg","ZF6022-square20","20","6"
"ZF6022-Globigerina-pachyderma-square20_obj00007_plane000.jpg","ZF6022","Globigerina","pachyderma","square20","obj00007","plane000","jpg","ZF6022-square20","20","7"
"ZF6022-Globigerina-pachyderma-square20_obj00008_plane000.jpg","ZF6022","Globigerina","pachyderma","square20","obj00008","plane000","jpg","ZF6022-square20","20","8"
"ZF6022-Globigerina-pachyderma-square20_obj00009_plane000.jpg","ZF6022","Globigerina","pachyderma","square20","obj00009","plane000","jpg","ZF6022-square20","20","9"
"ZF6022-Globigerina-pachyderma-square20_obj00010_plane000.jpg","ZF6022","Globigerina","pachyderma","square20","obj00010","plane000","jpg","ZF6022-square20","20","10"
"ZF6022-Globigerina-pachyderma-square20_obj00011_plane000.jpg","ZF6022","Globigerina","pachyderma","square20","obj00011","plane000","jpg","ZF6022-square20","20","11"
"ZF6022-Globigerina-pachyderma-square20_obj00012_plane000.jpg","ZF6022","Globigerina","pachyderma","square20","obj00012","plane000","jpg","ZF6022-square20","20","12"
"ZF6022-Globigerina-pachyderma-square20_obj00013_plane000.jpg","ZF6022","Globigerina","pachyderma","square20","obj00013","plane000","jpg","ZF6022-square20","20","13"
"ZF6022-Globigerina-pachyderma-square20_obj00015_plane000.jpg","ZF6022","Globigerina","pachyderma","square20","obj00015","plane000","jpg","ZF6022-square20","20","14"
"ZF6022-Globigerina-pachyderma-square21_obj00001_plane000.jpg","ZF6022","Globigerina","pachyderma","square21","obj00001","plane000","jpg","ZF6022-square21","21","1"
"ZF6022-Globigerina-pachyderma-square21_obj00002_plane000.jpg","ZF6022","Globigerina","pachyderma","square21","obj00002","plane000","jpg","ZF6022-square21","21","2"
"ZF6022-Globigerina-pachyderma-square21_obj00003_plane000.jpg","ZF6022","Globigerina","pachyderma","square21","obj00003","plane000","jpg","ZF6022-square21","21","3"
"ZF6022-Globigerina-pachyderma-square21_obj00004_plane000.jpg","ZF6022","Globigerina","pachyderma","square21","obj00004","plane000","jpg","ZF6022-square21","21","4"
"ZF6022-Globigerina-pachyderma-square21_obj00005_plane000.jpg","ZF6022","Globigerina","pachyderma","square21","obj00005","plane000","jpg","ZF6022-square21","21","5"
"ZF6022-Globigerina-pachyderma-square21_obj00006_plane000.jpg","ZF6022","Globigerina","pachyderma","square21","obj00006","plane000","jpg","ZF6022-square21","21","6"
"ZF6022-Globigerina-pachyderma-square21_obj00007_plane000.jpg","ZF6022","Globigerina","pachyderma","square21","obj00007","plane000","jpg","ZF6022-square21","21","7"
"ZF6022-Globigerina-pachyderma-square21_obj00008_plane000.jpg","ZF6022","Globigerina","pachyderma","square21","obj00008","plane000","jpg","ZF6022-square21","21","8"
"ZF6024-Globigerina-pachyderma-square14_obj00001_plane000.jpg","ZF6024","Globigerina","pachyderma","square14","obj00001","plane000","jpg","ZF6024-square14","14","1"
"ZF6024-Globigerina-pachyderma-square14_obj00002_plane000.jpg","ZF6024","Globigerina","pachyderma","square14","obj00002","plane000","jpg","ZF6024-square14","14","2"
"ZF6024-Globigerina-pachyderma-square14_obj00003_plane000.jpg","ZF6024","Globigerina","pachyderma","square14","obj00003","plane000","jpg","ZF6024-square14","14","3"
"ZF6024-Globigerina-pachyderma-square14_obj00004_plane000.jpg","ZF6024","Globigerina","pachyderma","square14","obj00004","plane000","jpg","ZF6024-square14","14","4"
"ZF6024-Globigerina-pachyderma-square14_obj00005_plane000.jpg","ZF6024","Globigerina","pachyderma","square14","obj00005","plane000","jpg","ZF6024-square14","14","5"
"ZF6024-Globigerina-pachyderma-square14_obj00006_plane000.jpg","ZF6024","Globigerina","pachyderma","square14","obj00006","plane000","jpg","ZF6024-square14","14","6"
"ZF6024-Globigerina-pachyderma-square14_obj00007_plane000.jpg","ZF6024","Globigerina","pachyderma","square14","obj00007","plane000","jpg","ZF6024-square14","14","7"
"ZF6024-Globigerina-pachyderma-square14_obj00008_plane000.jpg","ZF6024","Globigerina","pachyderma","square14","obj00008","plane000","jpg","ZF6024-square14","14","8"
"ZF6024-Globigerina-pachyderma-square14_obj00009_plane000.jpg","ZF6024","Globigerina","pachyderma","square14","obj00009","plane000","jpg","ZF6024-square14","14","9"
"ZF6024-Globigerina-pachyderma-square14_obj00010_plane000.jpg","ZF6024","Globigerina","pachyderma","square14","obj00010","plane000","jpg","ZF6024-square14","14","10"
"ZF6024-Globigerina-pachyderma-square14_obj00011_plane000.jpg","ZF6024","Globigerina","pachyderma","square14","obj00011","plane000","jpg","ZF6024-square14","14","11"
"ZF6024-Globigerina-pachyderma-square14_obj00012_plane000.jpg","ZF6024","Globigerina","pachyderma","square14","obj00012","plane000","jpg","ZF6024-square14","14","12"
"ZF6024-Globigerina-pachyderma-square14_obj00013_plane000.jpg","ZF6024","Globigerina","pachyderma","square14","obj00013","plane000","jpg","ZF6024-square14","14","13"
"ZF6862-Globotalia-menardii-square12_obj00001_plane000.jpg","ZF6862","Globotalia","menardii","square12","obj00001","plane000","jpg","ZF6862-square12","12","1"
"ZF6862-Globotalia-menardii-square12_obj00002_plane000.jpg","ZF6862","Globotalia","menardii","square12","obj00002","plane000","jpg","ZF6862-square12","12","2"
"ZF6862-Globotalia-menardii-square12_obj00004_plane000.jpg","ZF6862","Globotalia","menardii","square12","obj00004","plane000","jpg","ZF6862-square12","12","3"
"ZF6862-Globotalia-menardii-square12_obj00005_plane000.jpg","ZF6862","Globotalia","menardii","square12","obj00005","plane000","jpg","ZF6862-square12","12","4"
"ZF6862-Globotalia-menardii-square12_obj00006_plane000.jpg","ZF6862","Globotalia","menardii","square12","obj00006","plane000","jpg","ZF6862-square12","12","5"
"ZF6862-Globotalia-menardii-square12_obj00007_plane000.jpg","ZF6862","Globotalia","menardii","square12","obj00007","plane000","jpg","ZF6862-square12","12","6"
"ZF6862-Globotalia-menardii-square12_obj00008_plane000.jpg","ZF6862","Globotalia","menardii","square12","obj00008","plane000","jpg","ZF6862-square12","12","7"
"ZF6862-Globotalia-menardii-square12_obj00009_plane000.jpg","ZF6862","Globotalia","menardii","square12","obj00009","plane000","jpg","ZF6862-square12","12","8"
"ZF6862-Globotalia-menardii-square12_obj00010_plane000.jpg","ZF6862","Globotalia","menardii","square12","obj00010","plane000","jpg","ZF6862-square12","12","9"
"ZF6862-Globotalia-menardii-square12_obj00011_plane000.jpg","ZF6862","Globotalia","menardii","square12","obj00011","plane000","jpg","ZF6862-square12","12","10"
"ZF6862-Globotalia-menardii-square13_obj00002_plane000.jpg","ZF6862","Globotalia","menardii","square13","obj00002","plane000","jpg","ZF6862-square13","13","1"
"ZF6862-Globotalia-menardii-square13_obj00003_plane000.jpg","ZF6862","Globotalia","menardii","square13","obj00003","plane000","jpg","ZF6862-square13","13","2"
"ZF6862-Globotalia-menardii-square13_obj00004_plane000.jpg","ZF6862","Globotalia","menardii","square13","obj00004","plane000","jpg","ZF6862-square13","13","3"
"ZF6862-Globotalia-menardii-square13_obj00005_plane000.jpg","ZF6862","Globotalia","menardii","square13","obj00005","plane000","jpg","ZF6862-square13","13","4"
"ZF6949-Globigerinoides-sacculifer-square13_obj00001_plane000.jpg","ZF6949","Globigerinoides","sacculifer","square13","obj00001","plane000","jpg","ZF6949-square13","13","1"
"ZF6949-Globigerinoides-sacculifer-square13_obj00002_plane000.jpg","ZF6949","Globigerinoides","sacculifer","square13","obj00002","plane000","jpg","ZF6949-square13","13","2"
"ZF6949-Globigerinoides-sacculifer-square13_obj00005_plane000.jpg","ZF6949","Globigerinoides","sacculifer","square13","obj00005","plane000","jpg","ZF6949-square13","13","3"
"ZF6949-Globigerinoides-sacculifer-square13_obj00006_plane000.jpg","ZF6949","Globigerinoides","sacculifer","square13","obj00006","plane000","jpg","ZF6949-square13","13","4"
"ZF6949-Globigerinoides-sacculifer-square13_obj00007_plane000.jpg","ZF6949","Globigerinoides","sacculifer","square13","obj00007","plane000","jpg","ZF6949-square13","13","5"
"ZF6949-Globigerinoides-sacculifer-square13_obj00008_plane000.jpg","ZF6949","Globigerinoides","sacculifer","square13","obj00008","plane000","jpg","ZF6949-square13","13","6"
"ZF6949-Globigerinoides-sacculifer-square13_obj00009_plane000.jpg","ZF6949","Globigerinoides","sacculifer","square13","obj00009","plane000","jpg","ZF6949-square13","13","7"
"ZF6949-Globigerinoides-sacculifer-square13_obj00010_plane000.jpg","ZF6949","Globigerinoides","sacculifer","square13","obj00010","plane000","jpg","ZF6949-square13","13","8"
"ZF6949-Globigerinoides-sacculifer-square13_obj00011_plane000.jpg","ZF6949","Globigerinoides","sacculifer","square13","obj00011","plane000","jpg","ZF6949-square13","13","9"
"ZF6949-Globigerinoides-sacculifer-square13_obj00012_plane000.jpg","ZF6949","Globigerinoides","sacculifer","square13","obj00012","plane000","jpg","ZF6949-square13","13","10"
"ZF6949-Globigerinoides-sacculifer-square13_obj00013_plane000.jpg","ZF6949","Globigerinoides","sacculifer","square13","obj00013","plane000","jpg","ZF6949-square13","13","11"
"ZF6949-Globigerinoides-sacculifer-square13_obj00014_plane000.jpg","ZF6949","Globigerinoides","sacculifer","square13","obj00014","plane000","jpg","ZF6949-square13","13","12"
"ZF6949-Globigerinoides-sacculifer-square13_obj00015_plane000.jpg","ZF6949","Globigerinoides","sacculifer","square13","obj00015","plane000","jpg","ZF6949-square13","13","13"
"ZF6952-Globigerinoides-sacculifer-square10_obj00001_plane000.jpg","ZF6952","Globigerinoides","sacculifer","square10","obj00001","plane000","jpg","ZF6952-square10","10","1"
"ZF6952-Globigerinoides-sacculifer-square10_obj00002_plane000.jpg","ZF6952","Globigerinoides","sacculifer","square10","obj00002","plane000","jpg","ZF6952-square10","10","2"
"ZF6952-Globigerinoides-sacculifer-square10_obj00003_plane000.jpg","ZF6952","Globigerinoides","sacculifer","square10","obj00003","plane000","jpg","ZF6952-square10","10","3"
"ZF6952-Globigerinoides-sacculifer-square10_obj00005_plane000.jpg","ZF6952","Globigerinoides","sacculifer","square10","obj00005","plane000","jpg","ZF6952-square10","10","4"
"ZF6952-Globigerinoides-sacculifer-square10_obj00006_plane000.jpg","ZF6952","Globigerinoides","sacculifer","square10","obj00006","plane000","jpg","ZF6952-square10","10","5"
"ZF6952-Globigerinoides-sacculifer-square10_obj00007_plane000.jpg","ZF6952","Globigerinoides","sacculifer","square10","obj00007","plane000","jpg","ZF6952-square10","10","6"
"ZF6952-Globigerinoides-sacculifer-square10_obj00009_plane000.jpg","ZF6952","Globigerinoides","sacculifer","square10","obj00009","plane000","jpg","ZF6952-square10","10","7"
"ZF6952-Globigerinoides-sacculifer-square10_obj00010_plane000.jpg","ZF6952","Globigerinoides","sacculifer","square10","obj00010","plane000","jpg","ZF6952-square10","10","8"
"ZF6952-Globigerinoides-sacculifer-square10_obj00011_plane000.jpg","ZF6952","Globigerinoides","sacculifer","square10","obj00011","plane000","jpg","ZF6952-square10","10","9"
"ZF6952-Globigerinoides-sacculifer-square10_obj00012_plane000.jpg","ZF6952","Globigerinoides","sacculifer","square10","obj00012","plane000","jpg","ZF6952-square10","10","10"
"ZF6952-Globigerinoides-sacculifer-square10_obj00013_plane000.jpg","ZF6952","Globigerinoides","sacculifer","square10","obj00013","plane000","jpg","ZF6952-square10","10","11"
"ZF6952-Globigerinoides-sacculifer-square10_obj00014_plane000.jpg","ZF6952","Globigerinoides","sacculifer","square10","obj00014","plane000","jpg","ZF6952-square10","10","12"
"ZF6952-Globigerinoides-sacculifer-square10_obj00015_plane000.jpg","ZF6952","Globigerinoides","sacculifer","square10","obj00015","plane000","jpg","ZF6952-square10","10","13"
"ZF6952-Globigerinoides-sacculifer-square10_obj00016_plane000.jpg","ZF6952","Globigerinoides","sacculifer","square10","obj00016","plane000","jpg","ZF6952-square10","10","14"
"ZF6952-Globigerinoides-sacculifer-square10_obj00017_plane000.jpg","ZF6952","Globigerinoides","sacculifer","square10","obj00017","plane000","jpg","ZF6952-square10","10","15"
"ZF6952-Globigerinoides-sacculifer-square10_obj00019_plane000.jpg","ZF6952","Globigerinoides","sacculifer","square10","obj00019","plane000","jpg","ZF6952-square10","10","16"
"ZF6952-Globigerinoides-sacculifer-square10_obj00020_plane000.jpg","ZF6952","Globigerinoides","sacculifer","square10","obj00020","plane000","jpg","ZF6952-square10","10","17"
"ZF6952-Globigerinoides-sacculifer-square10_obj00021_plane000.jpg","ZF6952","Globigerinoides","sacculifer","square10","obj00021","plane000","jpg","ZF6952-square10","10","18"
"ZF7069-Globigerinoides-conglobatus-square21_obj00002_plane000.jpg","ZF7069","Globigerinoides","conglobatus","square21","obj00002","plane000","jpg","ZF7069-square21","21","1"
"ZF7069-Globigerinoides-conglobatus-square21_obj00003_plane000.jpg","ZF7069","Globigerinoides","conglobatus","square21","obj00003","plane000","jpg","ZF7069-square21","21","2"
"ZF7069-Globigerinoides-conglobatus-square21_obj00004_plane000.jpg","ZF7069","Globigerinoides","conglobatus","square21","obj00004","plane000","jpg","ZF7069-square21","21","3"
"ZF7069-Globigerinoides-conglobatus-square21_obj00005_plane000.jpg","ZF7069","Globigerinoides","conglobatus","square21","obj00005","plane000","jpg","ZF7069-square21","21","4"
"ZF7069-Globigerinoides-conglobatus-square22_obj00001_plane000.jpg","ZF7069","Globigerinoides","conglobatus","square22","obj00001","plane000","jpg","ZF7069-square22","22","1"
"ZF7069-Globigerinoides-conglobatus-square22_obj00002_plane000.jpg","ZF7069","Globigerinoides","conglobatus","square22","obj00002","plane000","jpg","ZF7069-square22","22","2"
"ZF7069-Globigerinoides-conglobatus-square22_obj00003_plane000.jpg","ZF7069","Globigerinoides","conglobatus","square22","obj00003","plane000","jpg","ZF7069-square22","22","3"
"ZF7069-Globigerinoides-conglobatus-square22_obj00005_plane000.jpg","ZF7069","Globigerinoides","conglobatus","square22","obj00005","plane000","jpg","ZF7069-square22","22","4"
