"name","V_1","V_2","V_3","V_4","V_5","V_6","V_7","V_8","slide_new_ind","new_ind","new_sub_indiv"
"ZF6019-Globigerina-pachyderma-square11-14_obj00031_plane000.jpg","ZF6019","Globigerina","pachyderma","square11","14","obj00031","plane000","jpg","ZF6019_square11_14","11_14","31"
"ZF6019-Globigerina-pachyderma-square11-14_obj00032_plane000.jpg","ZF6019","Globigerina","pachyderma","square11","14","obj00032","plane000","jpg","ZF6019_square11_14","11_14","32"
"ZF6019-Globigerina-pachyderma-square11-14_obj00033_plane000.jpg","ZF6019","Globigerina","pachyderma","square11","14","obj00033","plane000","jpg","ZF6019_square11_14","11_14","33"
"ZF6019-Globigerina-pachyderma-square11-14_obj00034_plane000.jpg","ZF6019","Globigerina","pachyderma","square11","14","obj00034","plane000","jpg","ZF6019_square11_14","11_14","34"
"ZF6019-Globigerina-pachyderma-square11-14_obj00035_plane000.jpg","ZF6019","Globigerina","pachyderma","square11","14","obj00035","plane000","jpg","ZF6019_square11_14","11_14","35"
"ZF6019-Globigerina-pachyderma-square11-14_obj00036_plane000.jpg","ZF6019","Globigerina","pachyderma","square11","14","obj00036","plane000","jpg","ZF6019_square11_14","11_14","36"
"ZF6019-Globigerina-pachyderma-square11-14_obj00037_plane000.jpg","ZF6019","Globigerina","pachyderma","square11","14","obj00037","plane000","jpg","ZF6019_square11_14","11_14","37"
"ZF6019-Globigerina-pachyderma-square11-14_obj00042_plane000.jpg","ZF6019","Globigerina","pachyderma","square11","14","obj00042","plane000","jpg","ZF6019_square11_14","11_14","38"
"ZF6019-Globigerina-pachyderma-square11-14_obj00043_plane000.jpg","ZF6019","Globigerina","pachyderma","square11","14","obj00043","plane000","jpg","ZF6019_square11_14","11_14","39"
"ZF6019-Globigerina-pachyderma-square19-20_obj00001_plane000.jpg","ZF6019","Globigerina","pachyderma","square19","20","obj00001","plane000","jpg","ZF6019_square19_20","19_20","1"
"ZF6019-Globigerina-pachyderma-square19-20_obj00002_plane000.jpg","ZF6019","Globigerina","pachyderma","square19","20","obj00002","plane000","jpg","ZF6019_square19_20","19_20","2"
"ZF6019-Globigerina-pachyderma-square19-20_obj00003_plane000.jpg","ZF6019","Globigerina","pachyderma","square19","20","obj00003","plane000","jpg","ZF6019_square19_20","19_20","3"
"ZF6019-Globigerina-pachyderma-square19-20_obj00004_plane000.jpg","ZF6019","Globigerina","pachyderma","square19","20","obj00004","plane000","jpg","ZF6019_square19_20","19_20","4"
"ZF6019-Globigerina-pachyderma-square19-20_obj00005_plane000.jpg","ZF6019","Globigerina","pachyderma","square19","20","obj00005","plane000","jpg","ZF6019_square19_20","19_20","5"
"ZF6019-Globigerina-pachyderma-square19-20_obj00006_plane000.jpg","ZF6019","Globigerina","pachyderma","square19","20","obj00006","plane000","jpg","ZF6019_square19_20","19_20","6"
"ZF6019-Globigerina-pachyderma-square19-20_obj00008_plane000.jpg","ZF6019","Globigerina","pachyderma","square19","20","obj00008","plane000","jpg","ZF6019_square19_20","19_20","7"
"ZF6019-Globigerina-pachyderma-square19-20_obj00009_plane000.jpg","ZF6019","Globigerina","pachyderma","square19","20","obj00009","plane000","jpg","ZF6019_square19_20","19_20","8"
"ZF6019-Globigerina-pachyderma-square19-20_obj00010_plane000.jpg","ZF6019","Globigerina","pachyderma","square19","20","obj00010","plane000","jpg","ZF6019_square19_20","19_20","9"
"ZF6019-Globigerina-pachyderma-square19-20_obj00011_plane000.jpg","ZF6019","Globigerina","pachyderma","square19","20","obj00011","plane000","jpg","ZF6019_square19_20","19_20","10"
"ZF6019-Globigerina-pachyderma-square19-20_obj00012_plane000.jpg","ZF6019","Globigerina","pachyderma","square19","20","obj00012","plane000","jpg","ZF6019_square19_20","19_20","11"
"ZF6019-Globigerina-pachyderma-square19-20_obj00014_plane000.jpg","ZF6019","Globigerina","pachyderma","square19","20","obj00014","plane000","jpg","ZF6019_square19_20","19_20","12"
"ZF6019-Globigerina-pachyderma-square19-20_obj00015_plane000.jpg","ZF6019","Globigerina","pachyderma","square19","20","obj00015","plane000","jpg","ZF6019_square19_20","19_20","13"
"ZF6019-Globigerina-pachyderma-square19-20_obj00016_plane000.jpg","ZF6019","Globigerina","pachyderma","square19","20","obj00016","plane000","jpg","ZF6019_square19_20","19_20","14"
"ZF6019-Globigerina-pachyderma-square19-20_obj00017_plane000.jpg","ZF6019","Globigerina","pachyderma","square19","20","obj00017","plane000","jpg","ZF6019_square19_20","19_20","15"
"ZF6019-Globigerina-pachyderma-square19-20_obj00018_plane000.jpg","ZF6019","Globigerina","pachyderma","square19","20","obj00018","plane000","jpg","ZF6019_square19_20","19_20","16"
"ZF6019-Globigerina-pachyderma-square19-20_obj00019_plane000.jpg","ZF6019","Globigerina","pachyderma","square19","20","obj00019","plane000","jpg","ZF6019_square19_20","19_20","17"
"ZF6020-Globigerina-pachyderma-square12-13_obj00001_plane000.jpg","ZF6020","Globigerina","pachyderma","square12","13","obj00001","plane000","jpg","ZF6020_square12_13","12_13","1"
"ZF6020-Globigerina-pachyderma-square12-13_obj00002_plane000.jpg","ZF6020","Globigerina","pachyderma","square12","13","obj00002","plane000","jpg","ZF6020_square12_13","12_13","2"
"ZF6020-Globigerina-pachyderma-square12-13_obj00003_plane000.jpg","ZF6020","Globigerina","pachyderma","square12","13","obj00003","plane000","jpg","ZF6020_square12_13","12_13","3"
"ZF6020-Globigerina-pachyderma-square12-13_obj00004_plane000.jpg","ZF6020","Globigerina","pachyderma","square12","13","obj00004","plane000","jpg","ZF6020_square12_13","12_13","4"
"ZF6020-Globigerina-pachyderma-square12-13_obj00005_plane000.jpg","ZF6020","Globigerina","pachyderma","square12","13","obj00005","plane000","jpg","ZF6020_square12_13","12_13","5"
"ZF6020-Globigerina-pachyderma-square12-13_obj00006_plane000.jpg","ZF6020","Globigerina","pachyderma","square12","13","obj00006","plane000","jpg","ZF6020_square12_13","12_13","6"
"ZF6020-Globigerina-pachyderma-square12-13_obj00007_plane000.jpg","ZF6020","Globigerina","pachyderma","square12","13","obj00007","plane000","jpg","ZF6020_square12_13","12_13","7"
"ZF6020-Globigerina-pachyderma-square12-13_obj00008_plane000.jpg","ZF6020","Globigerina","pachyderma","square12","13","obj00008","plane000","jpg","ZF6020_square12_13","12_13","8"
"ZF6020-Globigerina-pachyderma-square12-13_obj00009_plane000.jpg","ZF6020","Globigerina","pachyderma","square12","13","obj00009","plane000","jpg","ZF6020_square12_13","12_13","9"
"ZF6020-Globigerina-pachyderma-square12-13_obj00010_plane000.jpg","ZF6020","Globigerina","pachyderma","square12","13","obj00010","plane000","jpg","ZF6020_square12_13","12_13","10"
"ZF6020-Globigerina-pachyderma-square12-13_obj00011_plane000.jpg","ZF6020","Globigerina","pachyderma","square12","13","obj00011","plane000","jpg","ZF6020_square12_13","12_13","11"
"ZF6020-Globigerina-pachyderma-square12-13_obj00012_plane000.jpg","ZF6020","Globigerina","pachyderma","square12","13","obj00012","plane000","jpg","ZF6020_square12_13","12_13","12"
"ZF6020-Globigerina-pachyderma-square12-13_obj00013_plane000.jpg","ZF6020","Globigerina","pachyderma","square12","13","obj00013","plane000","jpg","ZF6020_square12_13","12_13","13"
"ZF6020-Globigerina-pachyderma-square12-13_obj00014_plane000.jpg","ZF6020","Globigerina","pachyderma","square12","13","obj00014","plane000","jpg","ZF6020_square12_13","12_13","14"
"ZF6020-Globigerina-pachyderma-square12-13_obj00015_plane000.jpg","ZF6020","Globigerina","pachyderma","square12","13","obj00015","plane000","jpg","ZF6020_square12_13","12_13","15"
"ZF6020-Globigerina-pachyderma-square12-13_obj00016_plane000.jpg","ZF6020","Globigerina","pachyderma","square12","13","obj00016","plane000","jpg","ZF6020_square12_13","12_13","16"
"ZF6020-Globigerina-pachyderma-square12-13_obj00017_plane000.jpg","ZF6020","Globigerina","pachyderma","square12","13","obj00017","plane000","jpg","ZF6020_square12_13","12_13","17"
"ZF6020-Globigerina-pachyderma-square12-13_obj00018_plane000.jpg","ZF6020","Globigerina","pachyderma","square12","13","obj00018","plane000","jpg","ZF6020_square12_13","12_13","18"
"ZF6020-Globigerina-pachyderma-square12-13_obj00019_plane000.jpg","ZF6020","Globigerina","pachyderma","square12","13","obj00019","plane000","jpg","ZF6020_square12_13","12_13","19"
"ZF6020-Globigerina-pachyderma-square12-13_obj00020_plane000.jpg","ZF6020","Globigerina","pachyderma","square12","13","obj00020","plane000","jpg","ZF6020_square12_13","12_13","20"
"ZF6020-Globigerina-pachyderma-square12-13_obj00021_plane000.jpg","ZF6020","Globigerina","pachyderma","square12","13","obj00021","plane000","jpg","ZF6020_square12_13","12_13","21"
"ZF6020-Globigerina-pachyderma-square12-13_obj00022_plane000.jpg","ZF6020","Globigerina","pachyderma","square12","13","obj00022","plane000","jpg","ZF6020_square12_13","12_13","22"
"ZF6020-Globigerina-pachyderma-square12-13_obj00023_plane000.jpg","ZF6020","Globigerina","pachyderma","square12","13","obj00023","plane000","jpg","ZF6020_square12_13","12_13","23"
"ZF6020-Globigerina-pachyderma-square12-13_obj00024_plane000.jpg","ZF6020","Globigerina","pachyderma","square12","13","obj00024","plane000","jpg","ZF6020_square12_13","12_13","24"
"ZF6020-Globigerina-pachyderma-square12-13_obj00025_plane000.jpg","ZF6020","Globigerina","pachyderma","square12","13","obj00025","plane000","jpg","ZF6020_square12_13","12_13","25"
"ZF6020-Globigerina-pachyderma-square12-13_obj00026_plane000.jpg","ZF6020","Globigerina","pachyderma","square12","13","obj00026","plane000","jpg","ZF6020_square12_13","12_13","26"
"ZF6020-Globigerina-pachyderma-square12-13_obj00027_plane000.jpg","ZF6020","Globigerina","pachyderma","square12","13","obj00027","plane000","jpg","ZF6020_square12_13","12_13","27"
"ZF6020-Globigerina-pachyderma-square12-13_obj00028_plane000.jpg","ZF6020","Globigerina","pachyderma","square12","13","obj00028","plane000","jpg","ZF6020_square12_13","12_13","28"
"ZF6020-Globigerina-pachyderma-square12-13_obj00029_plane000.jpg","ZF6020","Globigerina","pachyderma","square12","13","obj00029","plane000","jpg","ZF6020_square12_13","12_13","29"
"ZF6020-Globigerina-pachyderma-square12-13_obj00030_plane000.jpg","ZF6020","Globigerina","pachyderma","square12","13","obj00030","plane000","jpg","ZF6020_square12_13","12_13","30"
"ZF6020-Globigerina-pachyderma-square12-13_obj00031_plane000.jpg","ZF6020","Globigerina","pachyderma","square12","13","obj00031","plane000","jpg","ZF6020_square12_13","12_13","31"
"ZF6020-Globigerina-pachyderma-square12-13_obj00032_plane000.jpg","ZF6020","Globigerina","pachyderma","square12","13","obj00032","plane000","jpg","ZF6020_square12_13","12_13","32"
"ZF6020-Globigerina-pachyderma-square12-13_obj00033_plane000.jpg","ZF6020","Globigerina","pachyderma","square12","13","obj00033","plane000","jpg","ZF6020_square12_13","12_13","33"
"ZF6020-Globigerina-pachyderma-square12-13_obj00034_plane000.jpg","ZF6020","Globigerina","pachyderma","square12","13","obj00034","plane000","jpg","ZF6020_square12_13","12_13","34"
"ZF6020-Globigerina-pachyderma-square12-13_obj00035_plane000.jpg","ZF6020","Globigerina","pachyderma","square12","13","obj00035","plane000","jpg","ZF6020_square12_13","12_13","35"
"ZF6020-Globigerina-pachyderma-square20-21_obj00001_plane000.jpg","ZF6020","Globigerina","pachyderma","square20","21","obj00001","plane000","jpg","ZF6020_square20_21","20_21","1"
"ZF6020-Globigerina-pachyderma-square20-21_obj00002_plane000.jpg","ZF6020","Globigerina","pachyderma","square20","21","obj00002","plane000","jpg","ZF6020_square20_21","20_21","2"
"ZF6020-Globigerina-pachyderma-square20-21_obj00003_plane000.jpg","ZF6020","Globigerina","pachyderma","square20","21","obj00003","plane000","jpg","ZF6020_square20_21","20_21","3"
"ZF6020-Globigerina-pachyderma-square20-21_obj00004_plane000.jpg","ZF6020","Globigerina","pachyderma","square20","21","obj00004","plane000","jpg","ZF6020_square20_21","20_21","4"
"ZF6020-Globigerina-pachyderma-square20-21_obj00005_plane000.jpg","ZF6020","Globigerina","pachyderma","square20","21","obj00005","plane000","jpg","ZF6020_square20_21","20_21","5"
"ZF6020-Globigerina-pachyderma-square20-21_obj00006_plane000.jpg","ZF6020","Globigerina","pachyderma","square20","21","obj00006","plane000","jpg","ZF6020_square20_21","20_21","6"
"ZF6020-Globigerina-pachyderma-square20-21_obj00007_plane000.jpg","ZF6020","Globigerina","pachyderma","square20","21","obj00007","plane000","jpg","ZF6020_square20_21","20_21","7"
"ZF6020-Globigerina-pachyderma-square20-21_obj00008_plane000.jpg","ZF6020","Globigerina","pachyderma","square20","21","obj00008","plane000","jpg","ZF6020_square20_21","20_21","8"
"ZF6020-Globigerina-pachyderma-square20-21_obj00009_plane000.jpg","ZF6020","Globigerina","pachyderma","square20","21","obj00009","plane000","jpg","ZF6020_square20_21","20_21","9"
"ZF6020-Globigerina-pachyderma-square20-21_obj00014_plane000.jpg","ZF6020","Globigerina","pachyderma","square20","21","obj00014","plane000","jpg","ZF6020_square20_21","20_21","10"
"ZF6020-Globigerina-pachyderma-square20-21_obj00015_plane000.jpg","ZF6020","Globigerina","pachyderma","square20","21","obj00015","plane000","jpg","ZF6020_square20_21","20_21","11"
"ZF6020-Globigerina-pachyderma-square20-21_obj00016_plane000.jpg","ZF6020","Globigerina","pachyderma","square20","21","obj00016","plane000","jpg","ZF6020_square20_21","20_21","12"
"ZF6020-Globigerina-pachyderma-square20-21_obj00017_plane000.jpg","ZF6020","Globigerina","pachyderma","square20","21","obj00017","plane000","jpg","ZF6020_square20_21","20_21","13"
"ZF6020-Globigerina-pachyderma-square20-21_obj00018_plane000.jpg","ZF6020","Globigerina","pachyderma","square20","21","obj00018","plane000","jpg","ZF6020_square20_21","20_21","14"
"ZF6020-Globigerina-pachyderma-square20-21_obj00019_plane000.jpg","ZF6020","Globigerina","pachyderma","square20","21","obj00019","plane000","jpg","ZF6020_square20_21","20_21","15"
"ZF6020-Globigerina-pachyderma-square20-21_obj00020_plane000.jpg","ZF6020","Globigerina","pachyderma","square20","21","obj00020","plane000","jpg","ZF6020_square20_21","20_21","16"
"ZF6020-Globigerina-pachyderma-square20-21_obj00021_plane000.jpg","ZF6020","Globigerina","pachyderma","square20","21","obj00021","plane000","jpg","ZF6020_square20_21","20_21","17"
"ZF6020-Globigerina-pachyderma-square20-21_obj00022_plane000.jpg","ZF6020","Globigerina","pachyderma","square20","21","obj00022","plane000","jpg","ZF6020_square20_21","20_21","18"
"ZF6020-Globigerina-pachyderma-square20-21_obj00023_plane000.jpg","ZF6020","Globigerina","pachyderma","square20","21","obj00023","plane000","jpg","ZF6020_square20_21","20_21","19"
"ZF6020-Globigerina-pachyderma-square20-21_obj00024_plane000.jpg","ZF6020","Globigerina","pachyderma","square20","21","obj00024","plane000","jpg","ZF6020_square20_21","20_21","20"
"ZF6020-Globigerina-pachyderma-square20-21_obj00025_plane000.jpg","ZF6020","Globigerina","pachyderma","square20","21","obj00025","plane000","jpg","ZF6020_square20_21","20_21","21"
"ZF6020-Globigerina-pachyderma-square20-21_obj00026_plane000.jpg","ZF6020","Globigerina","pachyderma","square20","21","obj00026","plane000","jpg","ZF6020_square20_21","20_21","22"
"ZF6020-Globigerina-pachyderma-square20-21_obj00027_plane000.jpg","ZF6020","Globigerina","pachyderma","square20","21","obj00027","plane000","jpg","ZF6020_square20_21","20_21","23"
"ZF6020-Globigerina-pachyderma-square20-21_obj00028_plane000.jpg","ZF6020","Globigerina","pachyderma","square20","21","obj00028","plane000","jpg","ZF6020_square20_21","20_21","24"
"ZF6020-Globigerina-pachyderma-square20-21_obj00029_plane000.jpg","ZF6020","Globigerina","pachyderma","square20","21","obj00029","plane000","jpg","ZF6020_square20_21","20_21","25"
"ZF6021-Globigerina-pachyderma-square11-14_obj00001_plane000.jpg","ZF6021","Globigerina","pachyderma","square11","14","obj00001","plane000","jpg","ZF6021_square11_14","11_14","1"
"ZF6021-Globigerina-pachyderma-square11-14_obj00002_plane000.jpg","ZF6021","Globigerina","pachyderma","square11","14","obj00002","plane000","jpg","ZF6021_square11_14","11_14","2"
"ZF6021-Globigerina-pachyderma-square11-14_obj00003_plane000.jpg","ZF6021","Globigerina","pachyderma","square11","14","obj00003","plane000","jpg","ZF6021_square11_14","11_14","3"
"ZF6021-Globigerina-pachyderma-square11-14_obj00004_plane000.jpg","ZF6021","Globigerina","pachyderma","square11","14","obj00004","plane000","jpg","ZF6021_square11_14","11_14","4"
"ZF6021-Globigerina-pachyderma-square11-14_obj00005_plane000.jpg","ZF6021","Globigerina","pachyderma","square11","14","obj00005","plane000","jpg","ZF6021_square11_14","11_14","5"
"ZF6021-Globigerina-pachyderma-square11-14_obj00006_plane000.jpg","ZF6021","Globigerina","pachyderma","square11","14","obj00006","plane000","jpg","ZF6021_square11_14","11_14","6"
"ZF6021-Globigerina-pachyderma-square11-14_obj00007_plane000.jpg","ZF6021","Globigerina","pachyderma","square11","14","obj00007","plane000","jpg","ZF6021_square11_14","11_14","7"
"ZF6021-Globigerina-pachyderma-square11-14_obj00008_plane000.jpg","ZF6021","Globigerina","pachyderma","square11","14","obj00008","plane000","jpg","ZF6021_square11_14","11_14","8"
"ZF6021-Globigerina-pachyderma-square11-14_obj00009_plane000.jpg","ZF6021","Globigerina","pachyderma","square11","14","obj00009","plane000","jpg","ZF6021_square11_14","11_14","9"
"ZF6021-Globigerina-pachyderma-square11-14_obj00010_plane000.jpg","ZF6021","Globigerina","pachyderma","square11","14","obj00010","plane000","jpg","ZF6021_square11_14","11_14","10"
"ZF6021-Globigerina-pachyderma-square11-14_obj00011_plane000.jpg","ZF6021","Globigerina","pachyderma","square11","14","obj00011","plane000","jpg","ZF6021_square11_14","11_14","11"
"ZF6021-Globigerina-pachyderma-square11-14_obj00012_plane000.jpg","ZF6021","Globigerina","pachyderma","square11","14","obj00012","plane000","jpg","ZF6021_square11_14","11_14","12"
"ZF6021-Globigerina-pachyderma-square11-14_obj00013_plane000.jpg","ZF6021","Globigerina","pachyderma","square11","14","obj00013","plane000","jpg","ZF6021_square11_14","11_14","13"
"ZF6021-Globigerina-pachyderma-square11-14_obj00014_plane000.jpg","ZF6021","Globigerina","pachyderma","square11","14","obj00014","plane000","jpg","ZF6021_square11_14","11_14","14"
"ZF6021-Globigerina-pachyderma-square11-14_obj00015_plane000.jpg","ZF6021","Globigerina","pachyderma","square11","14","obj00015","plane000","jpg","ZF6021_square11_14","11_14","15"
"ZF6021-Globigerina-pachyderma-square11-14_obj00016_plane000.jpg","ZF6021","Globigerina","pachyderma","square11","14","obj00016","plane000","jpg","ZF6021_square11_14","11_14","16"
"ZF6021-Globigerina-pachyderma-square11-14_obj00017_plane000.jpg","ZF6021","Globigerina","pachyderma","square11","14","obj00017","plane000","jpg","ZF6021_square11_14","11_14","17"
"ZF6021-Globigerina-pachyderma-square11-14_obj00018_plane000.jpg","ZF6021","Globigerina","pachyderma","square11","14","obj00018","plane000","jpg","ZF6021_square11_14","11_14","18"
"ZF6021-Globigerina-pachyderma-square11-14_obj00021_plane000.jpg","ZF6021","Globigerina","pachyderma","square11","14","obj00021","plane000","jpg","ZF6021_square11_14","11_14","19"
"ZF6021-Globigerina-pachyderma-square11-14_obj00022_plane000.jpg","ZF6021","Globigerina","pachyderma","square11","14","obj00022","plane000","jpg","ZF6021_square11_14","11_14","20"
"ZF6021-Globigerina-pachyderma-square11-14_obj00023_plane000.jpg","ZF6021","Globigerina","pachyderma","square11","14","obj00023","plane000","jpg","ZF6021_square11_14","11_14","21"
"ZF6021-Globigerina-pachyderma-square11-14_obj00024_plane000.jpg","ZF6021","Globigerina","pachyderma","square11","14","obj00024","plane000","jpg","ZF6021_square11_14","11_14","22"
"ZF6021-Globigerina-pachyderma-square19-21_obj00001_plane000.jpg","ZF6021","Globigerina","pachyderma","square19","21","obj00001","plane000","jpg","ZF6021_square19_21","19_21","1"
"ZF6021-Globigerina-pachyderma-square19-21_obj00002_plane000.jpg","ZF6021","Globigerina","pachyderma","square19","21","obj00002","plane000","jpg","ZF6021_square19_21","19_21","2"
"ZF6021-Globigerina-pachyderma-square19-21_obj00003_plane000.jpg","ZF6021","Globigerina","pachyderma","square19","21","obj00003","plane000","jpg","ZF6021_square19_21","19_21","3"
"ZF6021-Globigerina-pachyderma-square19-21_obj00004_plane000.jpg","ZF6021","Globigerina","pachyderma","square19","21","obj00004","plane000","jpg","ZF6021_square19_21","19_21","4"
"ZF6021-Globigerina-pachyderma-square19-21_obj00005_plane000.jpg","ZF6021","Globigerina","pachyderma","square19","21","obj00005","plane000","jpg","ZF6021_square19_21","19_21","5"
"ZF6021-Globigerina-pachyderma-square19-21_obj00006_plane000.jpg","ZF6021","Globigerina","pachyderma","square19","21","obj00006","plane000","jpg","ZF6021_square19_21","19_21","6"
"ZF6021-Globigerina-pachyderma-square19-21_obj00007_plane000.jpg","ZF6021","Globigerina","pachyderma","square19","21","obj00007","plane000","jpg","ZF6021_square19_21","19_21","7"
"ZF6021-Globigerina-pachyderma-square19-21_obj00008_plane000.jpg","ZF6021","Globigerina","pachyderma","square19","21","obj00008","plane000","jpg","ZF6021_square19_21","19_21","8"
"ZF6021-Globigerina-pachyderma-square19-21_obj00009_plane000.jpg","ZF6021","Globigerina","pachyderma","square19","21","obj00009","plane000","jpg","ZF6021_square19_21","19_21","9"
"ZF6021-Globigerina-pachyderma-square19-21_obj00010_plane000.jpg","ZF6021","Globigerina","pachyderma","square19","21","obj00010","plane000","jpg","ZF6021_square19_21","19_21","10"
"ZF6021-Globigerina-pachyderma-square19-21_obj00011_plane000.jpg","ZF6021","Globigerina","pachyderma","square19","21","obj00011","plane000","jpg","ZF6021_square19_21","19_21","11"
"ZF6021-Globigerina-pachyderma-square19-21_obj00012_plane000.jpg","ZF6021","Globigerina","pachyderma","square19","21","obj00012","plane000","jpg","ZF6021_square19_21","19_21","12"
"ZF6021-Globigerina-pachyderma-square19-21_obj00013_plane000.jpg","ZF6021","Globigerina","pachyderma","square19","21","obj00013","plane000","jpg","ZF6021_square19_21","19_21","13"
"ZF6021-Globigerina-pachyderma-square19-21_obj00014_plane000.jpg","ZF6021","Globigerina","pachyderma","square19","21","obj00014","plane000","jpg","ZF6021_square19_21","19_21","14"
