,obj,marina,anieke
5080,ZF6048-Globigerina-pachyderma_obj00029_plane000.jpg,change,correct
5081,ZF6048-Globigerina-pachyderma_obj00030_plane000.jpg,remove,correct
5085,ZF6048-Globigerina-pachyderma_obj00034_plane000.jpg,change,remove
5086,ZF6048-Globigerina-pachyderma_obj00035_plane000.jpg,change,correct
5087,ZF6048-Globigerina-pachyderma_obj00036_plane000.jpg,change,correct
5088,ZF6048-Globigerina-pachyderma_obj00037_plane000.jpg,change,correct
5089,ZF6048-Globigerina-pachyderma_obj00038_plane000.jpg,change,correct
5092,ZF6048-Globigerina-pachyderma_obj00041_plane000.jpg,change,correct
5093,ZF6048-Globigerina-pachyderma_obj00042_plane000.jpg,change,correct
5094,ZF6048-Globigerina-pachyderma_obj00043_plane000.jpg,change,correct
5095,ZF6048-Globigerina-pachyderma_obj00044_plane000.jpg,change,correct
5106,ZF6048-Globigerina-pachyderma_obj00055_plane000.jpg,remove,correct
5107,ZF6048-Globigerina-pachyderma_obj00056_plane000.jpg,change,correct
5108,ZF6048-Globigerina-pachyderma_obj00057_plane000.jpg,remove,correct
5109,ZF6048-Globigerina-pachyderma_obj00058_plane000.jpg,remove,correct
5110,ZF6048-Globigerina-pachyderma_obj00059_plane000.jpg,change,correct
5122,ZF6049-Globigerina-pachyderma_obj00006_plane000.jpg,change,remove
5131,ZF6049-Globigerina-pachyderma_obj00015_plane000.jpg,correct,remove
5132,ZF6049-Globigerina-pachyderma_obj00016_plane000.jpg,change,correct
5137,ZF6050-Globigerina-pachyderma_obj00003_plane000.jpg,change,correct
5141,ZF6050-Globigerina-pachyderma_obj00007_plane000.jpg,change,correct
5151,ZF6050-Globigerina-pachyderma_obj00017_plane000.jpg,change,correct
5152,ZF6050-Globigerina-pachyderma_obj00018_plane000.jpg,change,correct
5156,ZF6050-Globigerina-pachyderma_obj00022_plane000.jpg,change,correct
5165,ZF6050-Globigerina-pachyderma_obj00031_plane000.jpg,change,correct
5169,ZF6050-Globigerina-pachyderma_obj00035_plane000.jpg,change,correct
5176,ZF6050-Globigerina-pachyderma_obj00042_plane000.jpg,change,correct
5177,ZF6050-Globigerina-pachyderma_obj00043_plane000.jpg,change,correct
5178,ZF6050-Globigerina-pachyderma_obj00044_plane000.jpg,change,correct
5199,ZF6051-Globigerina-pachyderma_obj00004_plane000.jpg,change,correct
5201,ZF6051-Globigerina-pachyderma_obj00006_plane000.jpg,change,correct
5206,ZF6051-Globigerina-pachyderma_obj00011_plane000.jpg,remove,correct
5208,ZF6051-Globigerina-pachyderma_obj00013_plane000.jpg,change,correct
5209,ZF6051-Globigerina-pachyderma_obj00014_plane000.jpg,change,correct
5210,ZF6051-Globigerina-pachyderma_obj00015_plane000.jpg,change,correct
5303,ZF6051-Globigerina-pachyderma_obj00108_plane000.jpg,correct,change
5337,ZF6051-Globigerina-pachyderma_obj00142_plane000.jpg,change,correct
5354,ZF6052-Globigerina-dutertrei_obj00005_plane000.jpg,change,correct
5360,ZF6053-Globigerina-pachyderma_obj00003_plane000.jpg,change,correct
5364,ZF6053-Globigerina-pachyderma_obj00007_plane000.jpg,change,correct
5370,ZF6055-Globigerina-pachyderma_obj00001_plane000.jpg,change,correct
5371,ZF6055-Globigerina-pachyderma_obj00002_plane000.jpg,change,correct
5372,ZF6055-Globigerina-pachyderma_obj00003_plane000.jpg,change,correct
5373,ZF6055-Globigerina-pachyderma_obj00004_plane000.jpg,change,correct
5384,ZF6056-Globigerina-pachyderma_obj00011_plane000.jpg,change,correct
5390,ZF6056-Globigerina-pachyderma_obj00017_plane000.jpg,change,correct
5394,ZF6056-Globigerina-pachyderma_obj00021_plane000.jpg,change,correct
5397,ZF6056-Globigerina-pachyderma_obj00024_plane000.jpg,change,correct
5417,ZF6056-Globigerina-pachyderma_obj00044_plane000.jpg,change,correct
5437,ZF6056-Globigerina-pachyderma_obj00064_plane000.jpg,remove,correct
5443,ZF6056-Globigerina-pachyderma_obj00070_plane000.jpg,change,correct
5450,ZF6056-Globigerina-pachyderma_obj00077_plane000.jpg,change,correct
5457,ZF6056-Globigerina-pachyderma_obj00084_plane000.jpg,change,correct
5466,ZF6056-Globigerina-pachyderma_obj00093_plane000.jpg,change,correct
5477,ZF6056-Globigerina-pachyderma_obj00104_plane000.jpg,correct,change
5487,ZF6056-Globigerina-pachyderma_obj00114_plane000.jpg,remove,correct
5505,ZF6058-1-Globigerina-pachyderma_obj00001_plane000.jpg,remove,correct
5507,ZF6058-1-Globigerina-pachyderma_obj00003_plane000.jpg,change,correct
5508,ZF6058-1-Globigerina-pachyderma_obj00004_plane000.jpg,change,correct
5509,ZF6058-1-Globigerina-pachyderma_obj00005_plane000.jpg,remove,correct
5510,ZF6058-1-Globigerina-pachyderma_obj00006_plane000.jpg,remove,correct
5511,ZF6058-1-Globigerina-pachyderma_obj00007_plane000.jpg,change,correct
5514,ZF6058-1-Globigerina-pachyderma_obj00010_plane000.jpg,remove,correct
5515,ZF6058-1-Globigerina-pachyderma_obj00011_plane000.jpg,change,correct
5517,ZF6058-1-Globigerina-pachyderma_obj00013_plane000.jpg,change,correct
5534,ZF6059-1-Globigerina-pachyderma_obj00014_plane000.jpg,change,correct
5536,ZF6059-1-Globigerina-pachyderma_obj00016_plane000.jpg,remove,change
5544,ZF6059-2-Globigerina-pachyderma_obj00004_plane000.jpg,change,correct
5548,ZF6059-2-Globigerina-pachyderma_obj00008_plane000.jpg,change,correct
5570,ZF6060-Globigerina-bulloides_obj00018_plane000.jpg,remove,correct
5585,ZF6061-Globigerina-bulloides_obj00013_plane000.jpg,remove,correct
5596,ZF6062-Globigerina-bulloides_obj00009_plane000.jpg,correct,change
5597,ZF6062-Globigerina-bulloides_obj00010_plane000.jpg,correct,change
5599,ZF6062-Globigerina-bulloides_obj00012_plane000.jpg,correct,change
5604,ZF6062-Globigerina-bulloides_obj00017_plane000.jpg,correct,change
5617,ZF6063-Globigerina-bulloides_obj00012_plane000.jpg,change,correct
5618,ZF6063-Globigerina-bulloides_obj00013_plane000.jpg,change,correct
5628,ZF6064-Globigerina-bulloides_obj00002_plane000.jpg,correct,change
5629,ZF6064-Globigerina-bulloides_obj00003_plane000.jpg,remove,correct
5631,ZF6064-Globigerina-bulloides_obj00005_plane000.jpg,correct,change
5635,ZF6064-Globigerina-bulloides_obj00009_plane000.jpg,correct,change
5636,ZF6064-Globigerina-bulloides_obj00010_plane000.jpg,correct,change
5637,ZF6064-Globigerina-bulloides_obj00011_plane000.jpg,correct,change
5638,ZF6064-Globigerina-bulloides_obj00012_plane000.jpg,correct,change
5672,ZF6065-Globigerina-bulloides_obj00032_plane000.jpg,remove,correct
5675,ZF6066-Globigerina-bulloides_obj00001_plane000.jpg,correct,change
5676,ZF6066-Globigerina-bulloides_obj00002_plane000.jpg,correct,change
5677,ZF6066-Globigerina-bulloides_obj00003_plane000.jpg,correct,change
5678,ZF6066-Globigerina-bulloides_obj00004_plane000.jpg,correct,change
5679,ZF6066-Globigerina-bulloides_obj00005_plane000.jpg,correct,change
5681,ZF6066-Globigerina-bulloides_obj00007_plane000.jpg,correct,change
5684,ZF6066-Globigerina-bulloides_obj00010_plane000.jpg,correct,change
5685,ZF6066-Globigerina-bulloides_obj00011_plane000.jpg,correct,change
5686,ZF6066-Globigerina-bulloides_obj00012_plane000.jpg,correct,change
5687,ZF6066-Globigerina-bulloides_obj00013_plane000.jpg,correct,change
5688,ZF6066-Globigerina-bulloides_obj00014_plane000.jpg,correct,change
5689,ZF6066-Globigerina-bulloides_obj00015_plane000.jpg,correct,change
5706,ZF6069-Globigerina-bulloides_obj00007_plane000.jpg,change,correct
5708,ZF6069-Globigerina-bulloides_obj00009_plane000.jpg,change,correct
5710,ZF6069-Globigerina-bulloides_obj00011_plane000.jpg,change,correct
5714,ZF6069-Globigerina-bulloides_obj00015_plane000.jpg,change,correct
5716,ZF6070-1-Globigerina-bulloides_obj00002_plane000.jpg,remove,change
5736,ZF6072-Globigerina-bulloides_obj00004_plane000.jpg,correct,change
5748,ZF6073-Globigerina-bulloides_obj00006_plane000.jpg,remove,correct
5754,ZF6073-Globigerina-bulloides_obj00012_plane000.jpg,change,correct
5759,ZF6073-Globigerina-bulloides_obj00017_plane000.jpg,change,correct
5762,ZF6073-Globigerina-bulloides_obj00020_plane000.jpg,change,correct
5768,ZF6074-Globigerina-bulloides_obj00004_plane000.jpg,remove,correct
5786,ZF6076-Globigerina-bulloides_obj00002_plane000.jpg,correct,change
5791,ZF6079-Globigerina-bulloides_obj00002_plane000.jpg,change,correct
5792,ZF6079-Globigerina-bulloides_obj00003_plane000.jpg,change,correct
5793,ZF6079-Globigerina-bulloides_obj00004_plane000.jpg,correct,change
5794,ZF6079-Globigerina-bulloides_obj00005_plane000.jpg,change,correct
5805,ZF6080-Globigerina-bulloides_obj00006_plane000.jpg,correct,change
5807,ZF6080-Globigerina-bulloides_obj00008_plane000.jpg,correct,change
5808,ZF6080-Globigerina-bulloides_obj00009_plane000.jpg,correct,change
5809,ZF6080-Globigerina-bulloides_obj00010_plane000.jpg,correct,change
5814,ZF6080-Globigerina-bulloides_obj00015_plane000.jpg,correct,change
5815,ZF6080-Globigerina-bulloides_obj00016_plane000.jpg,remove,change
5820,ZF6082-Globigerina-bulloides_obj00004_plane000.jpg,correct,change
5823,ZF6082-Globigerina-bulloides_obj00007_plane000.jpg,correct,change
5824,ZF6082-Globigerina-bulloides_obj00008_plane000.jpg,correct,change
5825,ZF6082-Globigerina-bulloides_obj00009_plane000.jpg,correct,change
5826,ZF6082-Globigerina-bulloides_obj00010_plane000.jpg,correct,change
5827,ZF6082-Globigerina-bulloides_obj00011_plane000.jpg,correct,change
5829,ZF6082-Globigerina-bulloides_obj00013_plane000.jpg,remove,change
5835,ZF6083-Globigerina-bulloides_obj00004_plane000.jpg,correct,change
5836,ZF6083-Globigerina-bulloides_obj00005_plane000.jpg,correct,change
5837,ZF6083-Globigerina-bulloides_obj00006_plane000.jpg,correct,change
5840,ZF6083-Globigerina-bulloides_obj00009_plane000.jpg,correct,change
5841,ZF6083-Globigerina-bulloides_obj00010_plane000.jpg,correct,change
5842,ZF6083-Globigerina-bulloides_obj00011_plane000.jpg,correct,change
5843,ZF6083-Globigerina-bulloides_obj00012_plane000.jpg,correct,change
5844,ZF6083-Globigerina-bulloides_obj00013_plane000.jpg,correct,change
5845,ZF6083-Globigerina-bulloides_obj00014_plane000.jpg,correct,change
5846,ZF6083-Globigerina-bulloides_obj00015_plane000.jpg,correct,change
5847,ZF6083-Globigerina-bulloides_obj00016_plane000.jpg,correct,change
5848,ZF6084-Globigerina-bulloides_obj00001_plane000.jpg,correct,change
5850,ZF6084-Globigerina-bulloides_obj00003_plane000.jpg,correct,change
5851,ZF6084-Globigerina-bulloides_obj00004_plane000.jpg,correct,change
5852,ZF6084-Globigerina-bulloides_obj00005_plane000.jpg,correct,change
5854,ZF6084-Globigerina-bulloides_obj00007_plane000.jpg,correct,change
5855,ZF6084-Globigerina-bulloides_obj00008_plane000.jpg,change,correct
5858,ZF6084-Globigerina-bulloides_obj00011_plane000.jpg,correct,change
5861,ZF6085-Globigerina-bulloides_obj00001_plane000.jpg,correct,change
5862,ZF6085-Globigerina-bulloides_obj00002_plane000.jpg,correct,change
5864,ZF6085-Globigerina-bulloides_obj00004_plane000.jpg,correct,change
5865,ZF6085-Globigerina-bulloides_obj00005_plane000.jpg,correct,change
5866,ZF6085-Globigerina-bulloides_obj00006_plane000.jpg,correct,change
5867,ZF6085-Globigerina-bulloides_obj00007_plane000.jpg,correct,change
5868,ZF6085-Globigerina-bulloides_obj00008_plane000.jpg,correct,change
5869,ZF6085-Globigerina-bulloides_obj00009_plane000.jpg,correct,change
5870,ZF6085-Globigerina-bulloides_obj00010_plane000.jpg,correct,change
5871,ZF6085-Globigerina-bulloides_obj00011_plane000.jpg,correct,change
5872,ZF6085-Globigerina-bulloides_obj00012_plane000.jpg,correct,change
5874,ZF6085-Globigerina-bulloides_obj00014_plane000.jpg,correct,change
5875,ZF6085-Globigerina-bulloides_obj00015_plane000.jpg,correct,change
5877,ZF6085-Globigerina-bulloides_obj00017_plane000.jpg,correct,change
5879,ZF6085-Globigerina-bulloides_obj00019_plane000.jpg,change,correct
5880,ZF6085-Globigerina-bulloides_obj00020_plane000.jpg,correct,change
5881,ZF6085-Globigerina-bulloides_obj00021_plane000.jpg,correct,change
5883,ZF6085-Globigerina-bulloides_obj00023_plane000.jpg,correct,change
5886,ZF6087-Globigerina-bulloides_obj00002_plane000.jpg,correct,change
5887,ZF6087-Globigerina-bulloides_obj00003_plane000.jpg,correct,change
5888,ZF6087-Globigerina-bulloides_obj00004_plane000.jpg,correct,change
5893,ZF6089-Globigerina-bulloides_obj00002_plane000.jpg,correct,change
5894,ZF6089-Globigerina-bulloides_obj00003_plane000.jpg,correct,change
5896,ZF6090-Globigerina-bulloides_obj00001_plane000.jpg,correct,change
5898,ZF6090-Globigerina-bulloides_obj00003_plane000.jpg,correct,change
5899,ZF6090-Globigerina-bulloides_obj00004_plane000.jpg,remove,change
5901,ZF6090-Globigerina-bulloides_obj00006_plane000.jpg,correct,change
5902,ZF6090-Globigerina-bulloides_obj00007_plane000.jpg,remove,change
5904,ZF6090-Globigerina-bulloides_obj00009_plane000.jpg,correct,change
5905,ZF6090-Globigerina-bulloides_obj00010_plane000.jpg,correct,change
5906,ZF6090-Globigerina-bulloides_obj00011_plane000.jpg,correct,change
5908,ZF6091-Globigerina-bulloides_obj00001_plane000.jpg,correct,change
5911,ZF6091-Globigerina-bulloides_obj00004_plane000.jpg,correct,change
5912,ZF6091-Globigerina-bulloides_obj00005_plane000.jpg,correct,change
5918,ZF6091-Globigerina-bulloides_obj00011_plane000.jpg,correct,change
5920,ZF6092-Globigerina-bulloides_obj00002_plane000.jpg,change,remove
5921,ZF6092-Globigerina-bulloides_obj00003_plane000.jpg,change,remove
5927,ZF6092-Globigerina-bulloides_obj00009_plane000.jpg,change,remove
5930,ZF6092-Globigerina-bulloides_obj00012_plane000.jpg,remove,correct
5934,ZF6092-Globigerina-bulloides_obj00016_plane000.jpg,change,correct
5935,ZF6092-Globigerina-bulloides_obj00017_plane000.jpg,change,correct
5937,ZF6092-Globigerina-bulloides_obj00019_plane000.jpg,change,correct
5946,ZF6093-Globigerina-bulloides_obj00008_plane000.jpg,correct,change
5947,ZF6093-Globigerina-bulloides_obj00009_plane000.jpg,correct,change
5950,ZF6094-Globigerina-bulloides_obj00003_plane000.jpg,change,correct
5955,ZF6095-Globigerina-bulloides_obj00003_plane000.jpg,remove,change
5959,ZF6095-Globigerina-bulloides_obj00007_plane000.jpg,correct,change
5960,ZF6096-Globigerina-bulloides_obj00001_plane000.jpg,change,correct
5969,ZF6096-Globigerina-bulloides_obj00010_plane000.jpg,change,correct
5970,ZF6096-Globigerina-bulloides_obj00011_plane000.jpg,change,correct
5972,ZF6096-Globigerina-bulloides_obj00013_plane000.jpg,change,correct
5975,ZF6096-Globigerina-bulloides_obj00016_plane000.jpg,remove,change
5979,ZF6096-Globigerina-bulloides_obj00020_plane000.jpg,remove,change
5984,ZF6097-Globigerina-bulloides_obj00001_plane000.jpg,change,correct
5985,ZF6097-Globigerina-bulloides_obj00002_plane000.jpg,change,correct
5988,ZF6097-Globigerina-bulloides_obj00005_plane000.jpg,change,correct
5989,ZF6097-Globigerina-bulloides_obj00006_plane000.jpg,change,correct
5991,ZF6097-Globigerina-bulloides_obj00008_plane000.jpg,change,correct
5992,ZF6097-Globigerina-bulloides_obj00009_plane000.jpg,change,correct
5993,ZF6097-Globigerina-bulloides_obj00010_plane000.jpg,correct,change
5997,ZF6097-Globigerina-bulloides_obj00014_plane000.jpg,change,correct
5999,ZF6097-Globigerina-bulloides_obj00016_plane000.jpg,change,correct
6001,ZF6097-Globigerina-bulloides_obj00018_plane000.jpg,correct,change
6004,ZF6097-Globigerina-bulloides_obj00021_plane000.jpg,change,correct
6006,ZF6097-Globigerina-bulloides_obj00023_plane000.jpg,change,correct
6008,ZF6097-Globigerina-bulloides_obj00025_plane000.jpg,change,correct
6009,ZF6097-Globigerina-bulloides_obj00026_plane000.jpg,change,correct
6010,ZF6097-Globigerina-bulloides_obj00027_plane000.jpg,change,correct
6013,ZF6097-Globigerina-bulloides_obj00030_plane000.jpg,change,correct
6014,ZF6097-Globigerina-bulloides_obj00031_plane000.jpg,change,correct
6016,ZF6097-Globigerina-bulloides_obj00033_plane000.jpg,correct,change
6021,ZF6097-Globigerina-bulloides_obj00038_plane000.jpg,change,correct
6024,ZF6097-Globigerina-bulloides_obj00041_plane000.jpg,remove,correct
6026,ZF6098-Globigerina-bulloides_obj00002_plane000.jpg,remove,correct
6029,ZF6099-Globigerina-bulloides_obj00003_plane000.jpg,change,correct
6032,ZF6099-Globigerina-bulloides_obj00006_plane000.jpg,change,correct
6038,ZF6100-Globigerina-bulloides_obj00006_plane000.jpg,change,correct
6041,ZF6100-Globigerina-bulloides_obj00009_plane000.jpg,correct,change
6055,ZF6102-Globigerina-bulloides_obj00002_plane000.jpg,change,correct
6056,ZF6103-Globigerina-bulloides_obj00001_plane000.jpg,change,correct
6057,ZF6103-Globigerina-bulloides_obj00002_plane000.jpg,change,correct
6058,ZF6103-Globigerina-bulloides_obj00003_plane000.jpg,remove,correct
6059,ZF6103-Globigerina-bulloides_obj00004_plane000.jpg,change,correct
6060,ZF6103-Globigerina-bulloides_obj00005_plane000.jpg,remove,correct
6061,ZF6103-Globigerina-bulloides_obj00006_plane000.jpg,change,correct
6062,ZF6103-Globigerina-bulloides_obj00007_plane000.jpg,change,correct
6068,ZF6104-Globigerina-bulloides_obj00004_plane000.jpg,remove,correct
6073,ZF6104-Globigerina-bulloides_obj00009_plane000.jpg,change,correct
6077,ZF6104-Globigerina-bulloides_obj00013_plane000.jpg,remove,change
6094,ZF6106-Globigerina-bulloides_obj00001_plane000.jpg,remove,correct
6096,ZF6108-Globigerina-calida_obj00002_plane000.jpg,correct,change
6098,ZF6109-Globigerina-calida_obj00001_plane000.jpg,change,correct
6099,ZF6109-Globigerina-calida_obj00002_plane000.jpg,change,correct
6100,ZF6109-Globigerina-calida_obj00003_plane000.jpg,change,correct
6101,ZF6109-Globigerina-calida_obj00004_plane000.jpg,change,correct
6102,ZF6109-Globigerina-calida_obj00005_plane000.jpg,change,correct
6104,ZF6110-Globigerina-calida_obj00001_plane000.jpg,change,correct
6105,ZF6110-Globigerina-calida_obj00002_plane000.jpg,change,correct
6106,ZF6110-Globigerina-calida_obj00003_plane000.jpg,change,correct
6111,ZF6110-Globigerina-calida_obj00008_plane000.jpg,change,correct
6113,ZF6111-Globigerina-calida_obj00001_plane000.jpg,change,correct
6114,ZF6111-Globigerina-calida_obj00002_plane000.jpg,change,correct
6117,ZF6112-Globigerina-calida_obj00003_plane000.jpg,change,correct
6118,ZF6112-Globigerina-calida_obj00004_plane000.jpg,change,correct
6119,ZF6112-Globigerina-calida_obj00005_plane000.jpg,change,correct
6120,ZF6112-Globigerina-calida_obj00006_plane000.jpg,correct,change
6121,ZF6112-Globigerina-calida_obj00007_plane000.jpg,change,correct
6122,ZF6112-Globigerina-calida_obj00008_plane000.jpg,change,correct
6123,ZF6112-Globigerina-calida_obj00009_plane000.jpg,correct,change
6124,ZF6112-Globigerina-calida_obj00010_plane000.jpg,change,correct
6125,ZF6113-Globigerina-calida_obj00001_plane000.jpg,change,correct
6126,ZF6113-Globigerina-calida_obj00002_plane000.jpg,change,correct
6127,ZF6113-Globigerina-calida_obj00003_plane000.jpg,change,correct
6128,ZF6113-Globigerina-calida_obj00004_plane000.jpg,change,correct
6130,ZF6113-Globigerina-calida_obj00006_plane000.jpg,change,correct
6131,ZF6113-Globigerina-calida_obj00007_plane000.jpg,change,correct
6133,ZF6114-Globigerina-calida_obj00002_plane000.jpg,change,correct
6135,ZF6114-Globigerina-calida_obj00004_plane000.jpg,change,correct
6136,ZF6116-Globigerina-calida_obj00001_plane000.jpg,change,correct
6140,ZF6116-Globigerina-calida_obj00005_plane000.jpg,change,correct
6141,ZF6116-Globigerina-calida_obj00006_plane000.jpg,change,correct
6142,ZF6116-Globigerina-calida_obj00007_plane000.jpg,change,correct
6143,ZF6116-Globigerina-calida_obj00008_plane000.jpg,change,correct
6144,ZF6116-Globigerina-calida_obj00009_plane000.jpg,change,correct
6146,ZF6117-Globigerina-calida_obj00002_plane000.jpg,change,correct
6148,ZF6117-Globigerina-calida_obj00004_plane000.jpg,correct,change
6151,ZF6119-Globigerina-calida_obj00002_plane000.jpg,change,correct
6152,ZF6119-Globigerina-calida_obj00003_plane000.jpg,change,correct
6153,ZF6119-Globigerina-calida_obj00004_plane000.jpg,change,correct
6155,ZF6119-Globigerina-calida_obj00006_plane000.jpg,remove,change
6156,ZF6121-Globigerina-calida_obj00001_plane000.jpg,change,correct
6157,ZF6121-Globigerina-calida_obj00002_plane000.jpg,change,correct
6158,ZF6121-Globigerina-calida_obj00003_plane000.jpg,change,correct
6160,ZF6123-Globigerina-calida_obj00001_plane000.jpg,change,correct
6162,ZF6123-Globigerina-calida_obj00003_plane000.jpg,change,correct
6164,ZF6123-Globigerina-calida_obj00005_plane000.jpg,change,correct
6165,ZF6123-Globigerina-calida_obj00006_plane000.jpg,change,correct
6166,ZF6123-Globigerina-calida_obj00007_plane000.jpg,change,correct
6168,ZF6123-Globigerina-calida_obj00009_plane000.jpg,change,correct
6169,ZF6123-Globigerina-calida_obj00010_plane000.jpg,change,correct
6170,ZF6123-Globigerina-calida_obj00011_plane000.jpg,change,correct
6171,ZF6123-Globigerina-calida_obj00012_plane000.jpg,change,correct
6172,ZF6123-Globigerina-calida_obj00013_plane000.jpg,change,correct
6174,ZF6123-Globigerina-calida_obj00015_plane000.jpg,change,correct
6176,ZF6123-Globigerina-calida_obj00017_plane000.jpg,change,correct
6177,ZF6123-Globigerina-calida_obj00018_plane000.jpg,change,correct
6179,ZF6124-Globigerina-calida_obj00001_plane000.jpg,change,correct
6181,ZF6124-Globigerina-calida_obj00003_plane000.jpg,change,correct
6182,ZF6124-Globigerina-calida_obj00004_plane000.jpg,change,correct
6183,ZF6124-Globigerina-calida_obj00005_plane000.jpg,change,correct
6184,ZF6124-Globigerina-calida_obj00006_plane000.jpg,change,correct
6187,ZF6124-Globigerina-calida_obj00009_plane000.jpg,change,correct
6188,ZF6124-Globigerina-calida_obj00010_plane000.jpg,change,correct
6189,ZF6124-Globigerina-calida_obj00011_plane000.jpg,change,correct
6190,ZF6125-Globigerina-calida_obj00001_plane000.jpg,change,correct
6191,ZF6125-Globigerina-calida_obj00002_plane000.jpg,change,correct
6192,ZF6125-Globigerina-calida_obj00003_plane000.jpg,change,correct
6200,ZF6128-Globigerina-calida_obj00001_plane000.jpg,remove,change
6202,ZF6128-Globigerina-calida_obj00003_plane000.jpg,change,correct
6203,ZF6129-Globigerina-calida_obj00001_plane000.jpg,change,correct
6204,ZF6130-Globigerina-calida_obj00001_plane000.jpg,change,correct
6215,ZF6132-Globigerina-calida_obj00001_plane000.jpg,correct,change
6218,ZF6135-Globigerina-calida_obj00001_plane000.jpg,remove,change
6219,ZF6135-Globigerina-calida_obj00002_plane000.jpg,remove,change
6229,ZF6136-Globigerina-calida_obj00010_plane000.jpg,change,correct
6243,ZF6138-Globigerina-rubescens_obj00003_plane000.jpg,change,correct
6246,ZF6138-Globigerina-rubescens_obj00006_plane000.jpg,correct,change
6247,ZF6138-Globigerina-rubescens_obj00007_plane000.jpg,correct,change
6248,ZF6139-Globigerina-rubescens_obj00001_plane000.jpg,correct,change
6250,ZF6139-Globigerina-rubescens_obj00003_plane000.jpg,correct,change
6255,ZF6139-Globigerina-rubescens_obj00008_plane000.jpg,correct,change
6263,ZF6140-Globigerina-rubescens_obj00001_plane000.jpg,change,correct
6266,ZF6140-Globigerina-rubescens_obj00004_plane000.jpg,change,correct
6275,ZF6141-Globigerina-rubescens_obj00001_plane000.jpg,correct,change
6289,ZF6141-Globigerina-rubescens_obj00015_plane000.jpg,remove,correct
6290,ZF6141-Globigerina-rubescens_obj00016_plane000.jpg,remove,correct
6294,ZF6142-Globigerina-rubescens_obj00002_plane000.jpg,change,correct
6296,ZF6142-Globigerina-rubescens_obj00004_plane000.jpg,remove,correct
6297,ZF6142-Globigerina-rubescens_obj00005_plane000.jpg,remove,correct
6302,ZF6142-Globigerina-rubescens_obj00010_plane000.jpg,correct,change
6308,ZF6143-Globigerina-rubescens_obj00001_plane000.jpg,change,correct
6312,ZF6144-Globigerina-rubescens_obj00001_plane000.jpg,remove,correct
6313,ZF6144-Globigerina-rubescens_obj00002_plane000.jpg,remove,change
6318,ZF6144-Globigerina-rubescens_obj00007_plane000.jpg,change,correct
6321,ZF6145-Globigerina-rubescens_obj00003_plane000.jpg,correct,change
6322,ZF6145-Globigerina-rubescens_obj00004_plane000.jpg,remove,change
6328,ZF6145-Globigerina-rubescens_obj00010_plane000.jpg,change,correct
6335,ZF6146-Globigerina-rubescens_obj00006_plane000.jpg,remove,correct
6337,ZF6146-Globigerina-rubescens_obj00008_plane000.jpg,change,correct
6381,ZF6152-Globigerina-rubescens_obj00011_plane000.jpg,correct,change
6406,ZF6155-Globigerina-rubescens_obj00003_plane000.jpg,change,correct
6407,ZF6155-Globigerina-rubescens_obj00004_plane000.jpg,change,correct
6430,ZF6156-Globigerina-rubescens_obj00007_plane000.jpg,change,correct
6435,ZF6156-Globigerina-rubescens_obj00012_plane000.jpg,change,correct
6440,ZF6157-Globigerina-rubescens_obj00003_plane000.jpg,remove,correct
6441,ZF6157-Globigerina-rubescens_obj00004_plane000.jpg,remove,correct
6443,ZF6157-Globigerina-rubescens_obj00006_plane000.jpg,remove,correct
6444,ZF6157-Globigerina-rubescens_obj00007_plane000.jpg,remove,correct
6445,ZF6157-Globigerina-rubescens_obj00008_plane000.jpg,remove,correct
6446,ZF6157-Globigerina-rubescens_obj00009_plane000.jpg,remove,correct
6447,ZF6157-Globigerina-rubescens_obj00010_plane000.jpg,remove,correct
6448,ZF6158-Globigerina-rubescens_obj00001_plane000.jpg,change,correct
6449,ZF6158-Globigerina-rubescens_obj00002_plane000.jpg,change,correct
6450,ZF6158-Globigerina-rubescens_obj00003_plane000.jpg,remove,correct
6451,ZF6158-Globigerina-rubescens_obj00004_plane000.jpg,change,correct
6452,ZF6158-Globigerina-rubescens_obj00005_plane000.jpg,change,correct
6453,ZF6158-Globigerina-rubescens_obj00006_plane000.jpg,change,correct
6454,ZF6159-Globigerina-rubescens_obj00001_plane000.jpg,change,correct
6456,ZF6159-Globigerina-rubescens_obj00003_plane000.jpg,change,correct
6457,ZF6160-Globigerina-rubescens_obj00001_plane000.jpg,change,correct
6458,ZF6160-Globigerina-rubescens_obj00002_plane000.jpg,change,correct
6462,ZF6160-Globigerina-rubescens_obj00006_plane000.jpg,change,correct
6463,ZF6160-Globigerina-rubescens_obj00007_plane000.jpg,change,correct
6465,ZF6160-Globigerina-rubescens_obj00009_plane000.jpg,change,correct
6466,ZF6160-Globigerina-rubescens_obj00010_plane000.jpg,change,correct
6467,ZF6160-Globigerina-rubescens_obj00011_plane000.jpg,change,correct
6468,ZF6160-Globigerina-rubescens_obj00012_plane000.jpg,change,correct
6469,ZF6160-Globigerina-rubescens_obj00013_plane000.jpg,change,correct
6470,ZF6160-Globigerina-rubescens_obj00014_plane000.jpg,change,correct
6472,ZF6161-1-Globigerina-quinqueloba_obj00002_plane000.jpg,remove,correct
6473,ZF6161-1-Globigerina-quinqueloba_obj00003_plane000.jpg,correct,change
6474,ZF6161-1-Globigerina-quinqueloba_obj00004_plane000.jpg,remove,correct
6478,ZF6161-1-Globigerina-quinqueloba_obj00008_plane000.jpg,change,correct
